asset_ref,external_id,asset_type,asset_status,storage_path,spec_file,alt_text
asset://question-assets/generated/ts3-analogy-b.svg,ts3-012-B,svg,generated,/question-assets/generated/ts3-analogy-b.svg,docs/generated-question-bank/asset-specs/ts3-analogy-b.json,A triangle with a smaller triangle nested inside (correct).
asset://question-assets/generated/ts3-analogy-c.svg,ts3-012-C,svg,generated,/question-assets/generated/ts3-analogy-c.svg,docs/generated-question-bank/asset-specs/ts3-analogy-c.json,Two separate triangles side by side.
asset://question-assets/generated/ts3-analogy-d.svg,ts3-012-D,svg,generated,/question-assets/generated/ts3-analogy-d.svg,docs/generated-question-bank/asset-specs/ts3-analogy-d.json,A triangle with a circle inside.
asset://question-assets/generated/ts3-analogy.svg,ts3-012,svg,generated,/question-assets/generated/ts3-analogy.svg,docs/generated-question-bank/asset-specs/ts3-analogy.json,Analogy: a square becomes a square with a smaller square nested inside; a triangle becomes a question box.
asset://question-assets/generated/ts3-arrow-a.svg,ts3-011-A,svg,generated,/question-assets/generated/ts3-arrow-a.svg,docs/generated-question-bank/asset-specs/ts3-arrow-a.json,Down arrow with a black circle.
asset://question-assets/generated/ts3-arrow-b.svg,ts3-011-B,svg,generated,/question-assets/generated/ts3-arrow-b.svg,docs/generated-question-bank/asset-specs/ts3-arrow-b.json,Right arrow with a white circle.
asset://question-assets/generated/ts3-arrow-c.svg,ts3-011-C,svg,generated,/question-assets/generated/ts3-arrow-c.svg,docs/generated-question-bank/asset-specs/ts3-arrow-c.json,Down arrow with a white circle (correct).
asset://question-assets/generated/ts3-arrow-d.svg,ts3-011-D,svg,generated,/question-assets/generated/ts3-arrow-d.svg,docs/generated-question-bank/asset-specs/ts3-arrow-d.json,Up arrow with a white circle.
asset://question-assets/generated/ts3-arrow.svg,ts3-011,svg,generated,/question-assets/generated/ts3-arrow.svg,docs/generated-question-bank/asset-specs/ts3-arrow.json,"Sequence: an arrow (rotating 90° clockwise) beside a circle (alternating black then white). Left arrow + black circle, up arrow + white circle, right arrow + black circle, then a question box."
asset://question-assets/generated/ts3-code-a.svg,ts3-013-A,svg,generated,/question-assets/generated/ts3-code-a.svg,docs/generated-question-bank/asset-specs/ts3-code-a.json,"Symbols: plus, dot, star, dot."
asset://question-assets/generated/ts3-code-b.svg,ts3-013-B,svg,generated,/question-assets/generated/ts3-code-b.svg,docs/generated-question-bank/asset-specs/ts3-code-b.json,"Symbols: dot, plus, star, dot (correct)."
asset://question-assets/generated/ts3-code-c.svg,ts3-013-C,svg,generated,/question-assets/generated/ts3-code-c.svg,docs/generated-question-bank/asset-specs/ts3-code-c.json,"Symbols: dot, star, plus, dot."
asset://question-assets/generated/ts3-code-d.svg,ts3-013-D,svg,generated,/question-assets/generated/ts3-code-d.svg,docs/generated-question-bank/asset-specs/ts3-code-d.json,"Symbols: dot, plus, star, star."
asset://question-assets/generated/ts3-code.svg,ts3-013,svg,generated,/question-assets/generated/ts3-code.svg,docs/generated-question-bank/asset-specs/ts3-code.json,"Key: circle=plus, square=star, triangle=dot. Message row of shapes: triangle, circle, square, triangle."
asset://question-assets/generated/ts3-cubes-a.svg,ts3-017-A,svg,generated,/question-assets/generated/ts3-cubes-a.svg,docs/generated-question-bank/asset-specs/ts3-cubes-a.json,A straight row of three cubes.
asset://question-assets/generated/ts3-cubes-b.svg,ts3-017-B,svg,generated,/question-assets/generated/ts3-cubes-b.svg,docs/generated-question-bank/asset-specs/ts3-cubes-b.json,"An L-shaped base of cubes, all one cube high (correct)."
asset://question-assets/generated/ts3-cubes-c.svg,ts3-017-C,svg,generated,/question-assets/generated/ts3-cubes-c.svg,docs/generated-question-bank/asset-specs/ts3-cubes-c.json,A row of cubes with one stacked two high.
asset://question-assets/generated/ts3-cubes-d.svg,ts3-017-D,svg,generated,/question-assets/generated/ts3-cubes-d.svg,docs/generated-question-bank/asset-specs/ts3-cubes-d.json,A two-by-two square base of cubes.
asset://question-assets/generated/ts3-cubes.svg,ts3-017,svg,generated,/question-assets/generated/ts3-cubes.svg,docs/generated-question-bank/asset-specs/ts3-cubes.json,Reference views: a top view shaped like an L of unit squares (a row of three with one square above the left end) and a front view of three equal squares in a row.
asset://question-assets/generated/ts3-flag-a.svg,ts3-014-A,svg,generated,/question-assets/generated/ts3-flag-a.svg,docs/generated-question-bank/asset-specs/ts3-flag-a.json,Flag rotated 90 degrees clockwise: pole horizontal pointing right (correct).
asset://question-assets/generated/ts3-flag-b.svg,ts3-014-B,svg,generated,/question-assets/generated/ts3-flag-b.svg,docs/generated-question-bank/asset-specs/ts3-flag-b.json,Flag rotated 90 degrees anticlockwise: pole points left.
asset://question-assets/generated/ts3-flag-c.svg,ts3-014-C,svg,generated,/question-assets/generated/ts3-flag-c.svg,docs/generated-question-bank/asset-specs/ts3-flag-c.json,"Flag mirror image, not a rotation."
asset://question-assets/generated/ts3-flag-d.svg,ts3-014-D,svg,generated,/question-assets/generated/ts3-flag-d.svg,docs/generated-question-bank/asset-specs/ts3-flag-d.json,Flag rotated 180 degrees: points downward.
asset://question-assets/generated/ts3-flag.svg,ts3-014,svg,generated,/question-assets/generated/ts3-flag.svg,docs/generated-question-bank/asset-specs/ts3-flag.json,"An upright flagpole with a right-pointing V-notched pennant at the top, to be rotated 90 degrees clockwise."
asset://question-assets/generated/ts3-fold-a.svg,ts3-016-A,svg,generated,/question-assets/generated/ts3-fold-a.svg,docs/generated-question-bank/asset-specs/ts3-fold-a.json,Unfolded square with a single hole near the top-left.
asset://question-assets/generated/ts3-fold-b.svg,ts3-016-B,svg,generated,/question-assets/generated/ts3-fold-b.svg,docs/generated-question-bank/asset-specs/ts3-fold-b.json,"Unfolded square with two holes near the top, mirrored across the vertical centre (correct)."
asset://question-assets/generated/ts3-fold-c.svg,ts3-016-C,svg,generated,/question-assets/generated/ts3-fold-c.svg,docs/generated-question-bank/asset-specs/ts3-fold-c.json,Unfolded square with two holes stacked vertically on the left.
asset://question-assets/generated/ts3-fold-d.svg,ts3-016-D,svg,generated,/question-assets/generated/ts3-fold-d.svg,docs/generated-question-bank/asset-specs/ts3-fold-d.json,Unfolded square with two holes at the bottom corners.
asset://question-assets/generated/ts3-fold.svg,ts3-016,svg,generated,/question-assets/generated/ts3-fold.svg,docs/generated-question-bank/asset-specs/ts3-fold.json,"A square sheet, then folded left-over-right into a tall rectangle with a crease, then the folded sheet with a hole punched near its top-left corner."
asset://question-assets/generated/ts3-matrix-a.svg,ts3-010-A,svg,generated,/question-assets/generated/ts3-matrix-a.svg,docs/generated-question-bank/asset-specs/ts3-matrix-a.json,"A single small upward triangle, black outline, no fill."
asset://question-assets/generated/ts3-matrix-b.svg,ts3-010-B,svg,generated,/question-assets/generated/ts3-matrix-b.svg,docs/generated-question-bank/asset-specs/ts3-matrix-b.json,"A single large square, black outline, no fill."
asset://question-assets/generated/ts3-matrix-c.svg,ts3-010-C,svg,generated,/question-assets/generated/ts3-matrix-c.svg,docs/generated-question-bank/asset-specs/ts3-matrix-c.json,"A single large upward triangle, black outline, no fill."
asset://question-assets/generated/ts3-matrix-d.svg,ts3-010-D,svg,generated,/question-assets/generated/ts3-matrix-d.svg,docs/generated-question-bank/asset-specs/ts3-matrix-d.json,"A single large circle, black outline, no fill."
asset://question-assets/generated/ts3-matrix.svg,ts3-010,svg,generated,/question-assets/generated/ts3-matrix.svg,docs/generated-question-bank/asset-specs/ts3-matrix.json,"A three-by-three grid of shapes. Each row runs circle, square, triangle from left to right; each column grows small, medium, large from top to bottom. The bottom-right cell is a dashed question-mark box. The missing shape is a large triangle."
asset://question-assets/generated/ts3-mirror-a.svg,ts3-015-A,svg,generated,/question-assets/generated/ts3-mirror-a.svg,docs/generated-question-bank/asset-specs/ts3-mirror-a.json,The letter F unchanged.
asset://question-assets/generated/ts3-mirror-b.svg,ts3-015-B,svg,generated,/question-assets/generated/ts3-mirror-b.svg,docs/generated-question-bank/asset-specs/ts3-mirror-b.json,"A backwards F: reflected left-to-right, arms point left, top still at top (correct)."
asset://question-assets/generated/ts3-mirror-c.svg,ts3-015-C,svg,generated,/question-assets/generated/ts3-mirror-c.svg,docs/generated-question-bank/asset-specs/ts3-mirror-c.json,The letter F flipped top-to-bottom.
asset://question-assets/generated/ts3-mirror-d.svg,ts3-015-D,svg,generated,/question-assets/generated/ts3-mirror-d.svg,docs/generated-question-bank/asset-specs/ts3-mirror-d.json,The letter F rotated 180 degrees.
asset://question-assets/generated/ts3-mirror.svg,ts3-015,svg,generated,/question-assets/generated/ts3-mirror.svg,docs/generated-question-bank/asset-specs/ts3-mirror.json,A block capital letter F beside a dashed vertical mirror line on its right.
asset://question-assets/generated/ts3-seq-dots-a.svg,ts3-009-A,svg,generated,/question-assets/generated/ts3-seq-dots-a.svg,docs/generated-question-bank/asset-specs/ts3-seq-dots-a.json,"A single outlined square containing 4 small black dots, one in each corner."
asset://question-assets/generated/ts3-seq-dots-b.svg,ts3-009-B,svg,generated,/question-assets/generated/ts3-seq-dots-b.svg,docs/generated-question-bank/asset-specs/ts3-seq-dots-b.json,A single outlined square containing 6 small black dots.
asset://question-assets/generated/ts3-seq-dots-c.svg,ts3-009-C,svg,generated,/question-assets/generated/ts3-seq-dots-c.svg,docs/generated-question-bank/asset-specs/ts3-seq-dots-c.json,A single outlined square containing 5 small black dots: one in each corner and one in the centre.
asset://question-assets/generated/ts3-seq-dots-d.svg,ts3-009-D,svg,generated,/question-assets/generated/ts3-seq-dots-d.svg,docs/generated-question-bank/asset-specs/ts3-seq-dots-d.json,A single outlined square containing 3 small black dots.
asset://question-assets/generated/ts3-seq-dots.svg,ts3-009,svg,generated,/question-assets/generated/ts3-seq-dots.svg,docs/generated-question-bank/asset-specs/ts3-seq-dots.json,"A sequence of four squares, each holding one more dot than the last: 1 dot, 2 dots, 3 dots, then 4 dots, followed by a question-mark box. The next square in the pattern holds 5 dots."
asset://question-assets/generated/ts3-square-a.svg,ts3-018-A,svg,generated,/question-assets/generated/ts3-square-a.svg,docs/generated-question-bank/asset-specs/ts3-square-a.json,Two identical right-angled triangles whose long edges can join into a square (correct).
asset://question-assets/generated/ts3-square-b.svg,ts3-018-B,svg,generated,/question-assets/generated/ts3-square-b.svg,docs/generated-question-bank/asset-specs/ts3-square-b.json,A rectangle and a small square that leave a gap.
asset://question-assets/generated/ts3-square-c.svg,ts3-018-C,svg,generated,/question-assets/generated/ts3-square-c.svg,docs/generated-question-bank/asset-specs/ts3-square-c.json,An L-shaped piece and a square that would overlap.
asset://question-assets/generated/ts3-square-d.svg,ts3-018-D,svg,generated,/question-assets/generated/ts3-square-d.svg,docs/generated-question-bank/asset-specs/ts3-square-d.json,Two equal rectangles that make a long rectangle.
asset://question-assets/generated/ts3-square.svg,ts3-018,svg,generated,/question-assets/generated/ts3-square.svg,docs/generated-question-bank/asset-specs/ts3-square.json,A target: one complete square to be made from two of the puzzle pieces.
